sale_type,sold_date,property_type,address,city,zip_or_postal_code,price,beds,baths,location,square_feet,lot_size,year_built,days_on_market,price_per_square_feet,hoa_per_month,status,source
PAST SALE,February-1-2019,Vacant Land,2427 Saint Clair Dr,Dallas,75215,9900,0,,Lincoln Manor 02,,,,67,,,Sold,NTREIS
PAST SALE,March-29-2019,Vacant Land,4166 Easter Ave,Dallas,75216,9900,0,,Oak Cliff Gardens,,,,11,,,Sold,NTREIS
PAST SALE,March-19-2019,Vacant Land,1568 Harris Ct,Dallas,75223,10000,0,,Dickermans P L,,4095,,21,,,Sold,NTREIS
PAST SALE,February-15-2019,Vacant Land,2706 Camel Ct,Dallas,75241,15000,0,,Chesterfield Heights Addition,,4650,,53,,,Sold,NTREIS
PAST SALE,February-15-2019,Vacant Land,2712 Camel Ct,Dallas,75241,15000,0,,Chesterfield Heights Addition,,4650,,53,,,Sold,NTREIS
PAST SALE,February-15-2019,Vacant Land,2708 Camel Ct,Dallas,75241,15000,0,,Chesterfield Heights Addition,,4650,,53,,,Sold,NTREIS
PAST SALE,February-15-2019,Vacant Land,2710 Camel Ct,Dallas,75241,15000,0,,Chesterfield Heights Addition,,4650,,53,,,Sold,NTREIS
PAST SALE,January-9-2019,Vacant Land,2401 Bethurum Ave,Dallas,75215,15500,0,,Lincoln Manor Add #2,,,,90,,,Sold,NTREIS
PAST SALE,February-8-2019,Vacant Land,2723 Frazier St,Dallas,75210,15600,0,,Mays Brook Spring Ave,,4269,,60,,,Sold,NTREIS
PAST SALE,March-29-2019,Vacant Land,3734 Ruskin St,Dallas,75215,16900,0,,Guaranty Investors,,,,11,,,Sold,NTREIS
PAST SALE,March-8-2019,Vacant Land,3002 Rochester St,Dallas,75215,16900,0,,Rochester Park,,,,32,,,Sold,NTREIS
PAST SALE,February-28-2019,Vacant Land,2919 Reed Ln,Dallas,75215,17000,0,,Great Oaks,,,,40,,,Sold,NTREIS
PAST SALE,January-25-2019,Single Family Residential,3739 Spence St,Dallas,75215,17000,3,3,Spence & Romine Ervay Street H,2007,5489,1911,74,8,,Sold,NTREIS
PAST SALE,February-22-2019,Vacant Land,13604 Fernheath Ln,Dallas,75253,17500,0,,Mcwhirters W W,,,,46,,,Sold,NTREIS
PAST SALE,February-22-2019,Vacant Land,13608 Fernheath Ln,Dallas,75253,17500,0,,Mcwhirter S W W,,,,46,,,Sold,NTREIS
PAST SALE,March-22-2019,Vacant Land,5227 Malcolm X Blvd,Dallas,75215,17500,0,,Oakland Place Add,,5619,,18,,,Sold,NTREIS
PAST SALE,March-12-2019,Vacant Land,3638 Pine St,Dallas,75210,18000,0,,South Side,,,,28,,,Sold,NTREIS
PAST SALE,February-21-2019,Vacant Land,1725 Stoneman St,Dallas,75215,18500,0,,Ervay Terrace,,7492,,47,,,Sold,NTREIS
PAST SALE,February-15-2019,Vacant Land,3710 Cauthorn Dr,Dallas,75210,19000,0,,Benson Place,,5750,,53,,,Sold,NTREIS
PAST SALE,January-30-2019,Vacant Land,3922 Lovingood Dr,Dallas,75241,20000,0,,Highland Hills 01,,7754,,69,,,Sold,NTREIS
PAST SALE,February-25-2019,Vacant Land,1739 Garza Ave,Dallas,75216,22500,0,,Liberty Heights,,6403,,43,,,Sold,NTREIS
PAST SALE,February-6-2019,Vacant Land,3033 Dorris St,Dallas,75215,22900,0,,Rosebrook Corp Rev,,,,62,,,Sold,NTREIS
PAST SALE,February-14-2019,Vacant Land,506 Avenue L,Dallas,75203,23000,0,,Skyline Heights,,,,54,,,Sold,NTREIS
PAST SALE,March-20-2019,Vacant Land,2374 Oakdale Ave,Dallas,75241,23000,0,,Alameda Heights No.2,,7579,,20,,,Sold,NTREIS
PAST SALE,March-28-2019,Vacant Land,6403 Kemrock Dr,Dallas,75241,23900,0,,Carver Heights,,,,12,,,Sold,NTREIS
PAST SALE,January-31-2019,Vacant Land,3318 Seaton Dr,Dallas,75216,25000,0,,Fruitdale Acres,,11326,,68,,,Sold,NTREIS
PAST SALE,March-15-2019,Vacant Land,6412 Teague Dr,Dallas,75241,27500,0,,Alameda Heights,,7318,,25,,,Sold,NTREIS
PAST SALE,January-24-2019,Vacant Land,317 N Jim Miller Rd,Dallas,75217,27900,0,,Griffin Sub,,,,75,,,Sold,NTREIS
PAST SALE,January-25-2019,Vacant Land,1209 Presidio Ave,Dallas,75216,28000,0,,Liberty Heights,,7710,,74,,,Sold,NTREIS
PAST SALE,February-28-2019,Vacant Land,1710 Hudspeth,Dallas,75216,29900,0,,LIBERTY HEIGHTS,,8369,,40,,,Sold,NTREIS
PAST SALE,February-8-2019,Vacant Land,4519 Yancy St,Dallas,75216,29900,0,,Central Ave,,10759,,60,,,Sold,NTREIS
PAST SALE,February-15-2019,Vacant Land,2822 Dawson St,Dallas,75226,30000,0,,Gano & Eakins,,5009,,53,,,Sold,NTREIS
PAST SALE,March-11-2019,Single Family Residential,4502 Bradshaw St,Dallas,75215,30000,2,1.5,Morningside 01,680,4792,1934,29,44,,Sold,NTREIS
PAST SALE,March-13-2019,Vacant Land,4326 Fernwood Ave,Dallas,75216,30000,0,,Bellevue,,17729,,27,,,Sold,NTREIS
PAST SALE,March-29-2019,Vacant Land,4350 Metropolitan Ave,Dallas,75210,30000,0,,MARIGOLD & L B J FREEWAY,,,1940,11,,,Sold,NTREIS
PAST SALE,March-22-2019,Vacant Land,14 Navy Ave,Dallas,75211,34900,0,,Mountain Lake Estates,,21344,,18,,,Sold,NTREIS
PAST SALE,February-1-2019,Vacant Land,5734 Plum Dale Rd,Dallas,75241,35000,0,,Carver Heights,,,,67,,,Sold,NTREIS
PAST SALE,February-1-2019,Vacant Land,1728 Bannock Ave,Dallas,75215,35000,0,,Ervay Terrace,,9670,,67,,,Sold,NTREIS
PAST SALE,March-9-2019,Vacant Land,3726 Hamilton Ave,Dallas,75210,35000,0,,Camps 02 Ave,,,,31,,,Sold,NTREIS
PAST SALE,January-30-2019,Vacant Land,1614 Marfa Ave,Dallas,75216,39500,0,,Liberty Heights,,,,69,,,Sold,NTREIS
PAST SALE,February-13-2019,Single Family Residential,2434 Marjorie Ave,Dallas,75216,39900,1,1,Evelyn Heights,856,8886,1935,55,47,,Sold,NTREIS
PAST SALE,January-18-2019,Vacant Land,2724 N Buckner Blvd,Dallas,75228,39900,0,,Tatum,,11064,1984,81,,,Sold,NTREIS
PAST SALE,March-22-2019,Vacant Land,305 Meriden Ln,Mesquite,75149,39950,0,,Rollingwood Hills,,16018,,18,,,Sold,NTREIS
PAST SALE,January-18-2019,Vacant Land,4416 Hilltop St,Dallas,75227,40000,0,,Peacock Terrace,,14636,,81,,,Sold,NTREIS
PAST SALE,March-6-2019,Vacant Land,3921 Wood Oak Dr,Balch Springs,75180,40000,0,,Elam Acres Estates,,18077,,34,,,Sold,NTREIS
PAST SALE,January-28-2019,Single Family Residential,2600 Idaho Ave,Dallas,75216,42900,2,1,Broadmoor,912,7492,1923,71,47,,Sold,NTREIS
PAST SALE,February-8-2019,Single Family Residential,4015 Abilene St,Dallas,75212,43460,3,1.5,Joe A 02 Irvin,1343,6970,1971,60,32,,Sold,NTREIS
PAST SALE,March-27-2019,Vacant Land,2 Vilbig Rd,Dallas,75212,44900,0,,Victory Gardens,,,,13,,,Sold,NTREIS
PAST SALE,February-14-2019,Vacant Land,2012 Kraft St,Dallas,75212,45000,0,,Victory Gardens 05 Sec 02,,,,54,,,Sold,NTREIS
PAST SALE,February-22-2019,Condo/Co-op,8110 Skillman St #1092,Dallas,75231,45000,1,1,Windtree Condos,608,343035,1980,46,74,187,Sold,NTREIS
PAST SALE,March-29-2019,Vacant Land,4126 Abilene St,Dallas,75212,45000,0,,Joe A 02 Irvin,,,,11,,,Sold,NTREIS
PAST SALE,March-4-2019,Vacant Land,4212 BALCH Dr,Dallas,75216,45000,0,,FRUITDALE ACRES 1,,19428,,36,,,Sold,NTREIS
PAST SALE,,Single Family Residential,8950 Cypress Waters Blvd,Coppell,75019,45300,,,,,16000,,,,,,
PAST SALE,February-5-2019,Single Family Residential,1311 Arborvitae Ave,Dallas,75224,45610,2,1,Kings Gardens,1022,24786,1956,63,45,,Sold,NTREIS
PAST SALE,March-28-2019,Vacant Land,5255 Lantern Ln,Dallas,75236,46000,0,,Wolverton Add,,22303,,12,,,Sold,NTREIS
PAST SALE,January-24-2019,Condo/Co-op,4632 Country Creek Dr #1225,Dallas,75236,46500,1,1,Condo Country Creek,739,865276,1974,75,63,220,Sold,NTREIS
PAST SALE,January-16-2019,Vacant Land,2861 Spruce Valley Ln,Dallas,75233,47000,0,,Acreage Estates 2,,,,83,,,Sold,NTREIS
PAST SALE,March-14-2019,Condo/Co-op,6050 Melody Ln #112,Dallas,75231,49000,1,1,Tealwood-On-The-Creek Condo,623,351616,1979,26,79,224,Sold,NTREIS
PAST SALE,January-25-2019,Vacant Land,6436 Forest Knoll Trl,Dallas,75232,49900,0,,Woodland Canyon,,8843,1967,74,,,Sold,NTREIS
PAST SALE,February-26-2019,Vacant Land,4361 PERCY St Unit 11B,Lancaster,75134,50000,0,,Cedardale Highlands,,17860,,42,,,Sold,NTREIS
PAST SALE,February-26-2019,Vacant Land,4361 Percy St,Lancaster,75134,50000,0,,Cedardale Highlands,,17860,,42,,,Sold,NTREIS
PAST SALE,February-27-2019,Vacant Land,1311 Hendricks Ave,Dallas,75216,50000,0,,Edgemont,,7405,,41,,,Sold,NTREIS
PAST SALE,February-4-2019,Vacant Land,322 Acme St,Dallas,75241,50000,0,,Beckley Estates,,11522,,64,,,Sold,NTREIS
PAST SALE,March-13-2019,Vacant Land,2706 W Clarendon Dr,Dallas,75211,50000,0,,Sunset Add,,,,27,,,Sold,NTREIS
PAST SALE,March-18-2019,Single Family Residential,3940 Kynard St,Dallas,75215,50000,3,1,Greers Rev,1098,5358,1916,22,46,,Sold,NTREIS
PAST SALE,March-4-2019,Single Family Residential,1410 Peabody Ave,Dallas,75215,50000,3,1,Chestnut Hill,1560,8843,1906,36,32,,Sold,NTREIS
PAST SALE,January-18-2019,Condo/Co-op,9809 Walnut St #301,Dallas,75243,54000,1,1,Richland Trace Condos,423,383938,1981,81,128,120,Sold,NTREIS
PAST SALE,February-15-2019,Vacant Land,1633 Interlude Dr,Dallas,75241,55000,0,,Village of Runyon Spgs,,5184,,53,,8,Sold,NTREIS
PAST SALE,February-15-2019,Vacant Land,6628 Whitneyglen Dr,Dallas,75241,55000,0,,Village of Runyon Spgs,,5271,,53,,8,Sold,NTREIS
PAST SALE,February-15-2019,Vacant Land,6616 Whitneyglen Dr,Dallas,75241,55000,0,,Village of Runyon Spgs,,5227,,53,,8,Sold,NTREIS
PAST SALE,January-15-2019,Condo/Co-op,9803 Walnut St #305,Dallas,75243,55000,1,1,Richland Trace Condos,486,383938,1981,84,113,138,Sold,NTREIS
PAST SALE,January-18-2019,Condo/Co-op,9527 Olde Towne Row,Dallas,75227,55000,2,1.5,Village By The Creek,1114,1437,1983,81,49,130,Sold,NTREIS
PAST SALE,March-22-2019,Vacant Land,411 N Vernon Ave,Dallas,75208,55000,0,,George J Bryans Rev,,1263,,18,,,Sold,NTREIS
PAST SALE,March-28-2019,Vacant Land,1525 Nomas St,Dallas,75212,55000,0,,Wheeler & Reuss Eagle Ford,,4443,,12,,,Sold,NTREIS
PAST SALE,January-11-2019,Vacant Land,3610 Chicago St,Dallas,75212,55990,0,,Saffer & Prathers,,5227,,88,,,Sold,NTREIS
PAST SALE,March-11-2019,Condo/Co-op,9829 Walnut St #104,Dallas,75243,56500,1,1,Richland Trace Condos,551,383938,1983,29,103,161,Sold,NTREIS
PAST SALE,February-20-2019,Single Family Residential,756 Clearwood Dr,Dallas,75232,58500,3,1,Polk Terrace,919,7928,1956,48,64,,Sold,NTREIS
PAST SALE,February-19-2019,Condo/Co-op,6108 Abrams Rd #427,Dallas,75231,58900,1,1,Sable Ridge Condos Ph 01-06,500,187264,1984,49,118,170,Sold,NTREIS
PAST SALE,March-15-2019,Condo/Co-op,7152 Fair Oaks Ave #1009,Dallas,75231,59000,1,1,Lakeview Lofts Condos,514,380714,1975,25,115,180,Sold,NTREIS
PAST SALE,March-29-2019,Single Family Residential,2810 Fordham Rd,Dallas,75216,59000,2,1,Southgate 01,738,6708,1948,11,80,,Sold,NTREIS
PAST SALE,January-22-2019,Vacant Land,2349 Dalrock Rd,Rowlett,75088,59900,0,,William Crabtree Abs 346,,13504,,77,,,Sold,NTREIS
PAST SALE,March-28-2019,Townhouse,2203 Aspen Dr,Dallas,75227,59900,2,1.5,Creek Village,1110,1568,1983,12,54,130,Sold,NTREIS
PAST SALE,March-4-2019,Vacant Land,1943 Pueblo St,Dallas,75212,59994,0,,Victory Gardens 04,,5445,,36,,,Sold,NTREIS
PAST SALE,February-22-2019,Single Family Residential,2835 Frost Ave,Dallas,75215,60000,2,1,Lincoln Place,1009,3746,2017,46,59,,Sold,NTREIS
PAST SALE,February-28-2019,Vacant Land,4019 Puget St,Dallas,75212,60000,0,,Roosevelt Manor 2nd Inst,,,,40,,,Sold,NTREIS
PAST SALE,March-13-2019,Vacant Land,9501 Teagarden Rd,Dallas,75217,60000,0,,Jm Pruitt Abs 1179,,40772,,27,,,Sold,NTREIS
PAST SALE,March-20-2019,Condo/Co-op,9747 WHITEHURST #139,Dallas,75243,60000,1,1,Twin Creek Collections,573,184825,1982,20,105,159,Sold,NTREIS
PAST SALE,January-28-2019,Single Family Residential,3114 Garrison Ave,Dallas,75216,61000,3,2,Deerpath Village 03,928,5924,1950,71,66,,Sold,NTREIS
PAST SALE,February-14-2019,Condo/Co-op,7215 Holly Hill Dr #114,Dallas,75231,62000,2,1,Holly Hill Twnhms,867,32191,1979,54,72,100,Sold,NTREIS
PAST SALE,February-27-2019,Condo/Co-op,8110 Skillman St #1090,Dallas,75231,62800,1,1,Windtree Condos,608,343035,1980,41,103,187,Sold,NTREIS
PAST SALE,February-28-2019,Condo/Co-op,9615 Walnut St #3105,Dallas,75243,64000,1,1,Wingate Condo,876,264671,1982,40,73,250,Sold,NTREIS
PAST SALE,February-15-2019,Condo/Co-op,4628 Country Creek Dr #1209,Dallas,75236,65000,1,1,Condo,739,865276,1974,53,88,220,Sold,NTREIS
PAST SALE,February-15-2019,Single Family Residential,2452 Summit Ln,Dallas,75227,65000,3,2,Hillside Oaks Ph 03,1194,4095,1985,53,54,,Sold,NTREIS
PAST SALE,February-19-2019,Condo/Co-op,9827 Walnut St #113,Dallas,75243,65000,1,1,Richland Trace Condo Ph I-Xi,662,383938,1983,49,98,189,Sold,NTREIS
PAST SALE,February-4-2019,Single Family Residential,607 S Moore St,Dallas,75203,65000,2,1,Cliff Heights,672,3920,1921,64,97,,Sold,NTREIS
PAST SALE,January-22-2019,Townhouse,2248 Aspen Dr,Dallas,75227,65000,2,1.5,Village By The Creek,915,1568,1983,77,71,130,Sold,NTREIS
PAST SALE,March-15-2019,Single Family Residential,5915 Margewood Dr,Dallas,75236,65000,3,2,Mountain Lake Heights,1152,15899,1940,25,56,,Sold,NTREIS
PAST SALE,March-21-2019,Single Family Residential,2626 Marburg St,Dallas,75215,65000,2,1,HAMILTONS ADDN,944,6970,1921,19,69,,Sold,NTREIS
PAST SALE,March-26-2019,Condo/Co-op,10500 Lake June Rd Unit C8,Dallas,75217,65000,2,1.5,Canterbury Crossing Ph 01-08,901,87120,1984,14,72,160,Sold,NTREIS
PAST SALE,March-4-2019,Condo/Co-op,9601 Forest Ln #1115,Dallas,75243,65000,1,1,Forestwood on the Creek II,685,166094,1983,36,95,148,Sold,NTREIS
PAST SALE,March-4-2019,Single Family Residential,2708 Almeda Dr,Dallas,75216,65000,2,1,Cedar Crest Heights Rev,842,6795,1941,36,77,,Sold,NTREIS
PAST SALE,March-29-2019,Single Family Residential,403 Tiawah Dr,Dallas,75217,65900,3,1,Newman Park,864,7449,1957,11,76,,Sold,NTREIS
PAST SALE,March-29-2019,Vacant Land,1927 Homeland St,Dallas,75212,67500,0,,Victory Gardens 02,,5445,,11,,,Sold,NTREIS
PAST SALE,February-14-2019,Condo/Co-op,6646 E Lovers Ln #904,Dallas,75214,68000,1,1,Oaks On The Lane Condo Ph 02,717,219020,1979,54,95,278,Sold,NTREIS
PAST SALE,February-15-2019,Condo/Co-op,12810 Midway Rd #1047,Dallas,75244,68000,1,1.5,Las Colonitas Condo,697,347130,1970,53,98,235,Sold,NTREIS
PAST SALE,January-10-2019,Condo/Co-op,6646 E Lovers Ln Unit 404D,Dallas,75214,68000,1,1,Oaks on the Lane,749,219107,1979,89,91,292,Sold,NTREIS
PAST SALE,January-24-2019,Condo/Co-op,1505 E Interstate 30 #113,Garland,75043,68000,1,1,Faulkner Point North 03-Northpoin,605,131769,1983,75,112,187,Sold,NTREIS
PAST SALE,March-27-2019,Condo/Co-op,9601 Forest Ln #515,Dallas,75243,68900,1,1,Forestwood on the Creek,675,169448,1983,13,102,147,Sold,NTREIS
PAST SALE,March-6-2019,Single Family Residential,1245 E Louisiana Ave,Dallas,75216,68900,3,2,TRINITY HEIGHTS,1540,10890,1923,34,45,,Sold,NTREIS
PAST SALE,February-15-2019,Single Family Residential,2249 Metropolitan Ave,Dallas,75215,69000,2,1,Queen City,638,6403,1926,53,108,,Sold,NTREIS
PAST SALE,January-18-2019,Condo/Co-op,9829 Walnut St Unit O-113,Dallas,75243,69000,1,1,Richland Trace Condos,662,383938,1983,81,104,187,Sold,NTREIS
PAST SALE,January-28-2019,Condo/Co-op,4636 Country Creek Dr #1240,Dallas,75236,69000,1,1,Condo Country Creek,739,865276,1974,71,93,216,Sold,NTREIS
PAST SALE,March-15-2019,Single Family Residential,3829 Waldron Ave,Dallas,75215,69000,2,1,Swarthout,997,4966,1935,25,69,,Sold,NTREIS
PAST SALE,January-15-2019,Vacant Land,1970 Angelina Dr,Dallas,75212,69500,0,,Roosevelt Manor 2nd Inst,,5314,,84,,,Sold,NTREIS
PAST SALE,February-22-2019,Townhouse,2186 Aspen Dr,Dallas,75227,69900,2,1.5,Village By The Creek,1110,1481,1983,46,63,130,Sold,NTREIS
PAST SALE,January-11-2019,Condo/Co-op,9613 Walnut St #2204,Dallas,75243,69900,1,1,Wingate Condo,986,264671,1982,88,71,261,Sold,NTREIS
PAST SALE,January-15-2019,Condo/Co-op,4448 Chaha Rd #201,Garland,75043,69900,1,1,Faulkner Point 02,670,,1981,84,104,158,Sold,NTREIS
PAST SALE,March-1-2019,Single Family Residential,507 Botany Bay Dr,Dallas,75211,69900,4,1.5,Mountain Valley Estates,1447,7971,1972,39,48,,Sold,NTREIS
PAST SALE,March-21-2019,Condo/Co-op,11480 Audelia Rd #235,Dallas,75243,69900,2,2,Cambridge Condos Ph 01 03,1087,435295,1980,19,64,402,Sold,NTREIS
PAST SALE,February-28-2019,Vacant Land,5734 Barree Dr,Dallas,75241,70000,0,,Carver Heights,,87991,,40,,,Sold,NTREIS
PAST SALE,January-11-2019,Single Family Residential,2614 Lenway St,Dallas,75215,70000,3,2,South Side,868,6316,1925,88,81,,Sold,NTREIS
PAST SALE,January-30-2019,Single Family Residential,2239 Fordham,Dallas,75216,70000,4,2,Dallas Easterviews,1162,7536,1951,69,60,,Sold,NTREIS
PAST SALE,March-8-2019,Vacant Land,5439 Parry Ave,Dallas,75223,70000,0,,East We Go,,5009,,32,,,Sold,NTREIS
PAST SALE,February-8-2019,Townhouse,2132 Aspen Dr,Dallas,75227,71000,2,1.5,Village By The Creek,1110,2701,1983,60,64,130,Sold,NTREIS
PAST SALE,March-15-2019,Townhouse,9587 Olde Towne Row,Dallas,75227,71000,2,1.5,Village By The Creek,1110,1525,1983,25,64,130,Sold,NTREIS
PAST SALE,March-29-2019,Townhouse,2246 Aspen Dr,Dallas,75227,71000,2,1.5,Village By The Creek,915,1568,1983,11,78,130,Sold,NTREIS
PAST SALE,March-20-2019,Single Family Residential,4519 Verdun Ave,Dallas,75215,72500,3,1,Morningside,1260,6011,1928,20,58,,Sold,NTREIS
PAST SALE,March-8-2019,Vacant Land,817 Graham Ave,Dallas,75223,72500,0,,East We Go,,5009,,32,,,Sold,NTREIS
PAST SALE,March-25-2019,Single Family Residential,10016 Beckley View Ave,Dallas,75232,74000,3,3,Beckley View,1368,21039,1950,15,54,,Sold,NTREIS
PAST SALE,March-22-2019,Condo/Co-op,5000 Bowser Ave #108,Dallas,75209,74900,1,1,Bowser Oaks Condo,617,38551,1962,18,121,364,Sold,NTREIS
PAST SALE,February-26-2019,Single Family Residential,1414 Carson St,Dallas,75216,74999,3,1,Glenwood,1077,7405,1925,42,70,,Sold,NTREIS
PAST SALE,February-1-2019,Vacant Land,3203 Vilbig Rd,Dallas,75212,75000,0,,Victory Gardens,,5550,,67,,,Sold,NTREIS
PAST SALE,February-19-2019,Single Family Residential,2722 Prosperity Ave,Dallas,75216,75000,3,1,Oak Cliff Estates,962,9148,1956,49,78,,Sold,NTREIS
PAST SALE,February-28-2019,Single Family Residential,2348 Wolcott Dr,Dallas,75241,75000,3,1,Arden Terrace Rev,997,6055,1959,40,75,,Sold,NTREIS
PAST SALE,January-11-2019,Single Family Residential,4228 Copeland St,Dallas,75210,75000,2,2,Donnells,936,3964,1951,88,80,,Sold,NTREIS
PAST SALE,January-22-2019,Single Family Residential,3029 Park Row Ave,Dallas,75215,75000,3,2.5,CF Freemans,1656,9235,1918,77,45,,Sold,NTREIS
PAST SALE,January-30-2019,Single Family Residential,2837 Modree Ave,Dallas,75216,75000,4,1.5,SUNNYVALE,1196,7449,1953,69,63,,Sold,NTREIS
PAST SALE,March-13-2019,Single Family Residential,3607 Lovingood Dr,Dallas,75241,75000,3,1,Highland Hills,1384,10106,1958,27,54,,Sold,NTREIS
PAST SALE,March-18-2019,Vacant Land,3216 Canada Dr,Dallas,75212,75000,0,,Colonia Weisenberger 02,,12981,,22,,,Sold,NTREIS
PAST SALE,March-20-2019,Single Family Residential,2621 Burger Ave,Dallas,75215,75000,2,1,English Place 3rd Inst,1016,4008,1936,20,74,,Sold,NTREIS
PAST SALE,March-22-2019,Single Family Residential,3022 Forest Ln #401,Dallas,75234,75000,1,1,Forest West Condo Ph 02,552,86205,1982,18,136,185,Sold,NTREIS
PAST SALE,January-24-2019,Condo/Co-op,7431 Holly Hill Dr #206,Dallas,75231,75900,2,1,Copperrun Condos Ph 02,785,122273,1979,75,97,203,Sold,NTREIS
PAST SALE,January-29-2019,Single Family Residential,1514 E Ohio Ave,Dallas,75216,76000,3,2,Highlands,936,7405,1927,70,81,,Sold,NTREIS
PAST SALE,January-10-2019,Single Family Residential,3818 Vilbig Rd,Dallas,75212,77900,3,1,Weisenberger Lucky 07,936,7013,1941,89,83,,Sold,NTREIS
PAST SALE,January-17-2019,Condo/Co-op,3022 Forest Ln #122,Dallas,75234,79000,1,1,Forest West Condos,552,86205,1981,82,143,200,Sold,NTREIS
PAST SALE,March-1-2019,Condo/Co-op,12480 Abrams Rd #302,Dallas,75243,79000,1,1,Creekbend Condo Ph 01-06,688,783644,1982,39,115,150,Sold,NTREIS
PAST SALE,January-11-2019,Single Family Residential,2922 Modree Ave,Dallas,75216,79499,3,2,Sunnyvale,1348,7579,1953,88,59,,Sold,NTREIS
PAST SALE,February-22-2019,Single Family Residential,2422 Hudspeth Ave,Dallas,75216,79900,3,1,Easterview,1360,6142,1946,46,59,,Sold,NTREIS
PAST SALE,February-28-2019,Condo/Co-op,6646 E Lovers Ln #1502,Dallas,75214,79900,1,1,Oaks On The Lane Condo Ph 02,717,219020,1979,40,111,278,Sold,NTREIS
PAST SALE,January-11-2019,Condo/Co-op,9254 Forest Ln #407,Dallas,75243,79900,1,1,Trinity Forest Condos,748,4356,1982,88,107,148,Sold,NTREIS
PAST SALE,March-6-2019,Single Family Residential,1310 Hendricks Ave,Dallas,75216,79900,3,1,Edgemont,1599,7318,1927,34,50,,Sold,NTREIS
PAST SALE,March-6-2019,Vacant Land,1819 DENNISON St,Dallas,75212,79900,0,,Victory Gardens,,5793,,34,,,Sold,NTREIS
PAST SALE,March-21-2019,Condo/Co-op,4626 Country Creek Dr #1204,Dallas,75236,79995,2,1,Country Condos Creek,850,865276,1974,19,94,254,Sold,NTREIS
PAST SALE,February-1-2019,Condo/Co-op,1923 Somerset Ave,Dallas,75203,80000,2,2,Cedar Crest Rev,1238,7841,1946,67,65,,Sold,NTREIS
PAST SALE,February-13-2019,Single Family Residential,3511 Frosty Trl,Dallas,75241,80000,3,1.5,Highland Hills 09,1420,6926,1969,55,56,,Sold,NTREIS
PAST SALE,February-21-2019,Vacant Land,116 Scenic Dr,Heath,75032,80000,0,,Antigua Bay,,10062,,47,,8,Sold,NTREIS
PAST SALE,January-31-2019,Single Family Residential,3309 Navaro St,Dallas,75212,80000,3,1,Homestead Manor,690,6011,1940,68,116,,Sold,NTREIS
PAST SALE,March-1-2019,Multi-Family (2-4 Unit),2019 Leath St,Dallas,75212,80000,3,3,Roosevelt Manor 1st Inst,1008,7667,1948,39,79,,Sold,NTREIS
PAST SALE,March-18-2019,Single Family Residential,1707 E Elmore Ave,Dallas,75216,80000,2,1,Highlands,822,7797,1950,22,97,,Sold,NTREIS
PAST SALE,March-19-2019,Condo/Co-op,7152 Fair Oaks Ave #2011,Dallas,75231,80000,2,1,Lakeview Lofts Condo,939,380714,1975,21,85,280,Sold,NTREIS
PAST SALE,March-29-2019,Single Family Residential,8529 Odom Dr,Dallas,75217,80000,3,1,Pleasant Grove Estates,1089,9714,1958,11,73,,Sold,NTREIS
PAST SALE,February-4-2019,Condo/Co-op,5809 Marvin Loving Dr #512,Garland,75043,81900,1,1,Faulkner Point 9 Hillpoint Ph 02,669,119572,1984,64,122,132,Sold,NTREIS
PAST SALE,February-5-2019,Single Family Residential,9924 Gulf Palms Dr,Dallas,75227,82080,4,1,St Augustine Hlnds,1026,8364,1970,63,80,,Sold,NTREIS
PAST SALE,January-18-2019,Multi-Family (2-4 Unit),7281 Pineberry Rd,Dallas,75249,82500,3,1,Woods,1136,3311,1982,81,73,,Sold,NTREIS
PAST SALE,February-26-2019,Single Family Residential,3727 Judge Dupree Dr,Dallas,75241,83000,3,1.5,Highland Hills 17,1100,7492,1971,42,75,,Sold,NTREIS
PAST SALE,March-7-2019,Single Family Residential,610 Calyx Cir,Dallas,75216,83200,3,2,Glenview,1484,7405,1956,33,56,,Sold,NTREIS
PAST SALE,February-4-2019,Vacant Land,1903 Canada Dr,Dallas,75212,84500,0,,Roosevelt Manor 1st Inst,,8396,,64,,,Sold,NTREIS
PAST SALE,February-8-2019,Condo/Co-op,5913 Lake Hubbard Pkwy #125,Garland,75043,84900,1,1,Faulkner,755,142049,1981,60,112,137,Sold,NTREIS
PAST SALE,February-1-2019,Vacant Land,118 Scenic Dr,Heath,75032,85000,0,,Antigua Bay,,10062,,67,,8,Sold,NTREIS
PAST SALE,February-4-2019,Condo/Co-op,4649 Country Creek Dr #1109,Dallas,75236,85000,2,2,Condo,1046,865276,1974,64,81,308,Sold,NTREIS
PAST SALE,January-15-2019,Single Family Residential,1024 Riverwood Rd,Dallas,75217,85000,4,2,60X200 RIVERWOOD 850FR CANTURA,1240,12110,1980,84,69,,Sold,NTREIS
PAST SALE,January-16-2019,Single Family Residential,4520 De Kalb Ave,Dallas,75216,85000,3,1.5,Glendale,1265,7623,1955,83,67,,Sold,NTREIS
PAST SALE,January-17-2019,Condo/Co-op,11655 Audelia Rd #701,Dallas,75243,85000,2,1.5,One Orleans Place Condos,991,214577,1982,82,86,308,Sold,NTREIS
PAST SALE,January-18-2019,Condo/Co-op,9801 Walnut St #110,Dallas,75243,85000,2,1,Richland Trace Condos,808,383938,1981,81,105,230,Sold,NTREIS
PAST SALE,January-22-2019,Condo/Co-op,9829 Walnut St Unit O-210,Dallas,75243,85000,2,2,Richland Trace Condos,1031,367646,1983,77,82,293,Sold,NTREIS
